id,operation,channels_id,geolocation_id
2409,Regional público,17,25040
2410,Nacional privado futuro,19,25053
2411,Nacional privado,46,25053
2412,Nacional privado,49,25053
2413,Nacional público,16,25053
2414,Regional público,17,25053
2415,Nacional privado futuro,19,25086
2416,Nacional privado,14,25086
2417,Nacional privado,15,25086
2418,Nacional público,16,25086
2419,Regional público,17,25086
2420,Nacional privado futuro,19,25095
2421,Nacional privado,14,25095
2422,Nacional privado,15,25095
2423,Nacional público,16,25095
2424,Regional público,17,25095
2425,Nacional privado futuro,19,25099
2426,Nacional público,16,25099
2427,Regional público,17,25099
2428,Nacional privado,14,25099
2429,Nacional privado,15,25099
2430,Nacional privado futuro,19,25120
2431,Nacional privado,14,25120
2432,Nacional privado,15,25120
2433,Nacional público,16,25120
2434,Regional público,17,25120
2435,Nacional privado futuro,19,25123
2436,Nacional privado,14,25123
2437,Nacional privado,15,25123
2438,Nacional público,16,25123
2439,Regional público,17,25123
2440,Nacional privado futuro,19,25126
2441,Nacional público,16,25126
2442,Regional público,17,25126
2443,Nacional privado,14,25126
2444,Nacional privado,15,25126
2445,Nacional público,16,25148
2446,Regional público,17,25148
2447,Nacional privado,14,25148
2448,Nacional privado,15,25148
2449,Nacional privado futuro,19,25148
2450,Nacional privado futuro,19,25151
2451,Nacional público,16,25151
2452,Regional público,17,25151
2453,Nacional privado,14,25151
2454,Nacional privado,15,25151
2455,Nacional privado,41,25154
2456,Nacional privado,44,25154
2457,Nacional público,16,25154
2458,Regional público,17,25154
2459,Nacional privado futuro,19,25154
2460,Nacional privado futuro,19,25168
2461,Nacional privado,14,25168
2462,Nacional privado,15,25168
2463,Nacional público,16,25168
2464,Regional público,17,25168
2465,Nacional privado futuro,19,25175
2466,Nacional público,16,25175
2467,Regional público,17,25175
2468,Nacional privado,14,25175
2469,Nacional privado,15,25175
2470,Local con ánimo de lucro,27,25175
2471,Nacional privado futuro,19,25178
2472,Nacional público,16,25178
2473,Regional público,17,25178
2474,Nacional privado,14,25178
2475,Nacional privado,15,25178
2476,Nacional privado futuro,19,25181
2477,Nacional público,16,25181
2478,Regional público,17,25181
2479,Nacional privado,14,25181
2480,Nacional privado,15,25181
2481,Nacional privado futuro,19,25183
2482,Nacional público,16,25183
2483,Regional público,17,25183
2484,Nacional privado,14,25183
2485,Nacional privado,15,25183
2486,Nacional privado futuro,19,25200
2487,Nacional privado,14,25200
2488,Nacional privado,15,25200
2489,Nacional público,16,25200
2490,Regional público,17,25200
2491,Nacional privado futuro,19,25214
2492,Nacional público,16,25214
2493,Regional público,17,25214
2494,Nacional privado,14,25214
2495,Nacional privado,15,25214
2496,Nacional privado,41,25224
2497,Nacional privado,44,25224
2498,Nacional privado futuro,19,25224
2499,Nacional público,16,25224
2500,Regional público,17,25224
2501,Nacional privado futuro,19,25245
2502,Nacional privado,14,25245
2503,Nacional privado,15,25245
2504,Nacional público,16,25245
2505,Regional público,17,25245
2506,Nacional privado futuro,19,25258
2507,Nacional privado,14,25258
2508,Nacional privado,15,25258
2509,Nacional público,16,25258
2510,Regional público,17,25258
2511,Nacional público,16,25260
2512,Regional público,17,25260
2513,Nacional privado,14,25260
2514,Nacional privado,15,25260
2515,Nacional privado futuro,19,25260
2516,Nacional privado futuro,19,25269
2517,Nacional público,16,25269
2518,Regional público,17,25269
2519,Nacional privado,14,25269
2520,Nacional privado,15,25269
2521,Local con ánimo de lucro,27,25269
2522,Nacional privado futuro,19,25279
2523,Nacional público,16,25279
2524,Regional público,17,25279
2525,Nacional privado,14,25279
2526,Nacional privado,15,25279
2527,Nacional privado futuro,19,25281
2528,Nacional público,16,25281
2529,Regional público,17,25281
2530,Nacional privado,14,25281
2531,Nacional privado,15,25281
2532,Nacional privado futuro,19,25286
2533,Nacional público,16,25286
2534,Regional público,17,25286
2535,Nacional privado,14,25286
2536,Nacional privado,15,25286
2537,Nacional privado futuro,47,25288
2538,Nacional privado,21,25288
2539,Nacional privado,42,25288
2540,Nacional público,35,25288
2541,Regional público,39,25288
2542,Nacional privado futuro,19,25290
2543,Nacional privado,46,25290
2544,Nacional privado,49,25290
2545,Nacional público,16,25290
2546,Regional público,17,25290
2547,Local con ánimo de lucro,27,25290
2548,Nacional privado futuro,19,25293
2549,Nacional público,16,25293
2550,Regional público,17,25293
2551,Nacional privado,14,25293
2552,Nacional privado,15,25293
2553,Nacional público,16,25295
2554,Regional público,17,25295
2555,Nacional privado,14,25295
2556,Nacional privado,15,25295
2557,Nacional privado futuro,19,25295
2558,Nacional privado futuro,19,25297
2559,Nacional público,16,25297
2560,Regional público,17,25297
2561,Nacional privado,14,25297
2562,Nacional privado,15,25297
2563,Nacional privado futuro,19,25299
2564,Nacional público,16,25299
2565,Regional público,17,25299
2566,Nacional privado,14,25299
2567,Nacional privado,15,25299
2568,Nacional privado futuro,19,25307
2569,Nacional privado,14,25307
2570,Nacional privado,15,25307
2571,Nacional público,16,25307
2572,Regional público,17,25307
2573,Local con ánimo de lucro,29,25307
2574,Nacional privado futuro,19,25312
2575,Nacional público,16,25312
2576,Regional público,17,25312
2577,Nacional privado,46,25312
2578,Nacional privado,49,25312
2579,Nacional privado futuro,28,25317
2580,Nacional público,40,25317
2581,Regional público,39,25317
2582,Nacional privado,21,25317
2583,Nacional privado,42,25317
2584,Nacional privado futuro,19,25320
2585,Nacional público,16,25320
2586,Regional público,17,25320
2587,Nacional privado,14,25320
2588,Nacional privado,15,25320
2589,Nacional público,16,25322
2590,Regional público,17,25322
2591,Nacional privado,14,25322
2592,Nacional privado,15,25322
2593,Nacional privado futuro,19,25322
2594,Nacional privado futuro,19,25324
2595,Nacional privado,14,25324
2596,Nacional privado,15,25324
2597,Nacional público,16,25324
2598,Regional público,17,25324
2599,Nacional privado futuro,19,25326
2600,Nacional privado,14,25326
2601,Nacional privado,15,25326
2602,Nacional público,16,25326
2603,Regional público,17,25326
2604,Nacional privado futuro,19,25328
2605,Nacional privado,14,25328
2606,Nacional privado,15,25328
2607,Nacional público,16,25328
2608,Regional público,17,25328
2609,Nacional privado futuro,19,25335
2610,Nacional público,16,25335
2611,Regional público,18,25335
2612,Nacional privado,14,25335
2613,Nacional privado,15,25335
2614,Nacional privado futuro,19,25339
2615,Nacional público,16,25339
2616,Regional público,17,25339
2617,Nacional privado,14,25339
2618,Nacional privado,15,25339
2619,Nacional privado futuro,19,25368
2620,Nacional privado,14,25368
2621,Nacional privado,15,25368
2622,Nacional público,16,25368
2623,Regional público,17,25368
2624,Nacional privado futuro,19,25372
2625,Nacional público,16,25372
2626,Regional público,17,25372
2627,Nacional privado,14,25372
2628,Nacional privado,15,25372
2629,Nacional privado,14,25377
2630,Nacional privado,15,25377
2631,Nacional privado futuro,19,25377
2632,Nacional público,16,25377
2633,Regional público,17,25377
2634,Nacional privado futuro,19,25386
2635,Nacional privado,14,25386
2636,Nacional privado,15,25386
2637,Nacional público,16,25386
2638,Regional público,17,25386
2639,Nacional privado futuro,19,25394
2640,Nacional privado,14,25394
2641,Nacional privado,15,25394
2642,Nacional público,16,25394
2643,Regional público,17,25394
2644,Nacional privado futuro,19,25398
2645,Nacional privado,14,25398
2646,Nacional privado,15,25398
2647,Nacional público,38,25398
2648,Regional público,17,25398
2649,Nacional privado futuro,19,25402
2650,Nacional público,16,25402
2651,Regional público,17,25402
2652,Nacional privado,14,25402
2653,Nacional privado,15,25402
2654,Nacional público,16,25407
2655,Regional público,17,25407
2656,Nacional privado,21,25407
2657,Nacional privado,42,25407
2658,Nacional privado futuro,19,25407
2659,Nacional público,16,25426
2660,Regional público,17,25426
2661,Nacional privado,14,25426
2662,Nacional privado,15,25426
2663,Nacional privado futuro,19,25426
2664,Nacional privado futuro,19,25430
2665,Nacional privado,14,25430
2666,Nacional privado,15,25430
2667,Nacional público,16,25430
2668,Regional público,17,25430
2669,Nacional público,16,25436
2670,Regional público,17,25436
2671,Nacional privado,14,25436
2672,Nacional privado,15,25436
2673,Nacional privado futuro,19,25436
2674,Nacional privado futuro,19,25438
2675,Nacional público,16,25438
2676,Regional público,17,25438
2677,Nacional privado,14,25438
2678,Nacional privado,15,25438
2679,Nacional privado futuro,19,25473
2680,Nacional privado,14,25473
2681,Nacional privado,15,25473
2682,Nacional público,16,25473
2683,Regional público,17,25473
2684,Nacional privado futuro,19,25483
2685,Nacional privado,14,25483
2686,Nacional privado,15,25483
2687,Nacional público,16,25483
2688,Regional público,17,25483
2689,Nacional público,35,25486
2690,Regional público,39,25486
2691,Nacional privado,14,25486
2692,Nacional privado,15,25486
2693,Nacional privado futuro,19,25486
2694,Nacional privado futuro,19,25488
2695,Nacional privado,46,25488
2696,Nacional privado,49,25488
2697,Nacional público,16,25488
2698,Regional público,17,25488
2699,Nacional público,16,25489
2700,Regional público,17,25489
2701,Nacional privado,14,25489
2702,Nacional privado,15,25489
2703,Nacional privado futuro,19,25489
2704,Nacional público,16,25491
2705,Regional público,17,25491
2706,Nacional privado,14,25491
2707,Nacional privado,15,25491
2708,Nacional privado futuro,19,25491
2709,Nacional privado futuro,19,25506
2710,Nacional privado,14,25506
2711,Nacional privado,15,25506
2712,Nacional público,16,25506
2713,Regional público,17,25506
2714,Nacional privado,14,25513
2715,Nacional privado,15,25513
2716,Nacional privado futuro,19,25513
2717,Nacional público,16,25513
2718,Regional público,17,25513
2719,Nacional privado futuro,19,25518
2720,Nacional privado,14,25518
2721,Nacional privado,15,25518
2722,Nacional público,16,25518
2723,Regional público,17,25518
2724,Nacional privado futuro,19,25524
2725,Nacional público,16,25524
2726,Regional público,17,25524
2727,Nacional privado,46,25524
2728,Nacional privado,49,25524
2729,Nacional privado futuro,19,25530
2730,Nacional público,16,25530
2731,Regional público,17,25530
2732,Nacional privado,14,25530
2733,Nacional privado,15,25530
2734,Nacional público,16,25535
2735,Regional público,17,25535
2736,Nacional privado,46,25535
2737,Nacional privado,49,25535
2738,Nacional privado futuro,19,25535
2739,Nacional privado futuro,43,25572
2740,Nacional privado,41,25572
2741,Nacional privado,42,25572
2742,Nacional público,38,25572
2743,Regional público,18,25572
2744,Nacional privado futuro,19,25580
2745,Nacional privado,46,25580
2746,Nacional privado,49,25580
2747,Nacional público,23,25580
2748,Regional público,17,25580
2749,Nacional privado futuro,19,25592
2750,Nacional privado,21,25592
2751,Nacional privado,42,25592
2752,Nacional público,35,25592
2753,Regional público,17,25592
2754,Nacional privado futuro,19,25594
2755,Nacional público,16,25594
2756,Regional público,18,25594
2757,Nacional privado,14,25594
2758,Nacional privado,15,25594
2759,Nacional privado futuro,19,25596
2760,Nacional privado,14,25596
2761,Nacional privado,15,25596
2762,Nacional público,16,25596
2763,Regional público,17,25596
2764,Nacional privado futuro,19,25599
2765,Nacional privado,14,25599
2766,Nacional privado,15,25599
2767,Nacional público,16,25599
2768,Regional público,17,25599
2769,Nacional privado futuro,19,25612
2770,Nacional privado,46,25612
2771,Nacional privado,49,25612
2772,Nacional público,16,25612
2773,Regional público,17,25612
2774,Nacional público,23,25645
2775,Regional público,17,25645
2776,Nacional privado,14,25645
2777,Nacional privado,15,25645
2778,Nacional privado futuro,19,25645
2779,Nacional privado,46,25649
2780,Nacional privado,49,25649
2781,Nacional público,16,25649
2782,Regional público,17,25649
2783,Nacional privado futuro,19,25649
2784,Nacional privado futuro,19,25653
2785,Nacional privado,14,25653
2786,Nacional privado,15,25653
2787,Nacional público,16,25653
2788,Regional público,17,25653
2789,Nacional privado futuro,19,25658
2790,Nacional público,16,25658
2791,Regional público,17,25658
2792,Nacional privado,14,25658
2793,Nacional privado,15,25658
2794,Nacional privado futuro,43,25662
2795,Nacional privado,41,25662
2796,Nacional privado,42,25662
2797,Nacional público,16,25662
2798,Regional público,17,25662
2799,Nacional público,16,25718
2800,Regional público,17,25718
2801,Nacional privado,14,25718
2802,Nacional privado,15,25718
2803,Nacional privado futuro,19,25718
2804,Nacional público,16,25736
2805,Regional público,17,25736
2806,Nacional privado,14,25736
2807,Nacional privado,15,25736
2808,Nacional privado futuro,19,25736
2809,Nacional privado futuro,19,25740
2810,Nacional privado,14,25740
2811,Nacional privado,15,25740
2812,Nacional público,16,25740
2813,Regional público,17,25740
2814,Nacional privado futuro,50,25743
2815,Nacional privado,46,25743
2816,Nacional privado,49,25743
2817,Nacional público,16,25743
2818,Regional público,17,25743
2819,Nacional privado futuro,43,25745
2820,Nacional privado,21,25745
2821,Nacional privado,42,25745
2822,Nacional público,35,25745
2823,Regional público,39,25745
2824,Nacional privado futuro,19,25754
2825,Nacional público,16,25754
2826,Regional público,17,25754
2827,Nacional privado,14,25754
2828,Nacional privado,15,25754
2829,Local con ánimo de lucro,34,25754
2830,Local sin ánimo de lucro,39,25754
2831,Nacional privado futuro,19,25758
2832,Nacional público,16,25758
2833,Regional público,17,25758
2834,Nacional privado,14,25758
2835,Nacional privado,15,25758
2836,Nacional privado futuro,19,25769
2837,Nacional privado,14,25769
2838,Nacional privado,15,25769
2839,Nacional público,16,25769
2840,Regional público,17,25769
2841,Nacional privado futuro,19,25772
2842,Nacional público,16,25772
2843,Regional público,17,25772
2844,Nacional privado,14,25772
2845,Nacional privado,15,25772
2846,Nacional privado futuro,19,25777
2847,Nacional público,38,25777
2848,Regional público,17,25777
2849,Nacional privado,14,25777
2850,Nacional privado,15,25777
